JOIN_SN,JOIN_SN_TYP,BTH_YR,GENDER,IS_KRN,YM,SCTR_CD,COM_SN,IS_ME,LN_CD_1,LN_CD_2,LN_CD_3,LN_DT,LN_AMT,RATE_YN,RPY_CD,EXP_DT,RATE,RPY_AMT
1881526,1,1984,2,1,201904,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,201809,24,6557059,0,31,100,0,201711,2700,0,0,0,0,0
1881526,1,1984,2,1,202002,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,202004,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,201910,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,201806,24,6557059,0,31,100,0,201711,2700,0,0,0,0,0
1881526,1,1984,2,1,201909,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,202006,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,201906,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,201903,24,6557059,0,31,100,0,201711,2700,0,0,0,0,0
1881526,1,1984,2,1,201908,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,201902,24,6557059,0,31,100,0,201711,2700,0,0,0,0,0
1881526,1,1984,2,1,201810,24,6557059,0,31,100,0,201711,2700,0,0,0,0,0
1881526,1,1984,2,1,201808,24,6557059,0,31,100,0,201711,2700,0,0,0,0,0
1881526,1,1984,2,1,202001,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,202003,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,201812,24,6557059,0,31,100,0,201711,2700,0,0,0,0,0
1881526,1,1984,2,1,201807,24,6557059,0,31,100,0,201711,2700,0,0,0,0,0
1881526,1,1984,2,1,202005,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
1881526,1,1984,2,1,201907,24,6557059,0,31,100,0,201711,2700,1,1,202211,28000,0
280824,1,1973,1,1,201811,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,201912,24,1016150,0,31,100,0,201604,4200,0,0,0,0,0
280824,1,1973,1,1,202005,24,1016150,0,31,100,0,201805,1600,0,0,0,0,0
280824,1,1973,1,1,202002,24,1016150,0,31,100,0,201805,1600,0,0,0,0,0
280824,1,1973,1,1,202006,24,1016150,0,31,100,0,201604,4200,0,0,0,0,0
280824,1,1973,1,1,201809,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,201912,24,1016150,0,31,100,0,201805,1600,0,0,0,0,0
280824,1,1973,1,1,201908,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,202002,24,1016150,0,31,100,0,201604,4200,0,0,0,0,0
280824,1,1973,1,1,201812,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201909,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201910,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,202004,24,1016150,0,31,100,0,201805,1600,0,0,0,0,0
280824,1,1973,1,1,201902,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,202006,24,1016150,0,31,100,0,201805,1600,0,0,0,0,0
280824,1,1973,1,1,201908,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201807,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,201811,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201904,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,201808,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,201903,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,202001,24,1016150,0,31,100,0,201805,1600,0,0,0,0,0
280824,1,1973,1,1,201812,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,201910,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201810,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,201909,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,201906,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201907,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,202001,24,1016150,0,31,100,0,201604,4200,0,0,0,0,0
280824,1,1973,1,1,201808,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201905,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201903,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,202005,24,1016150,0,31,100,0,201604,4200,0,0,0,0,0
280824,1,1973,1,1,201907,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,201904,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201806,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,201806,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201906,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,202003,24,1016150,0,31,100,0,201805,1600,0,0,0,0,0
280824,1,1973,1,1,201810,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201905,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,202004,24,1016150,0,31,100,0,201604,4200,0,0,0,0,0
280824,1,1973,1,1,201902,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201809,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201901,24,7819121,0,31,100,0,201805,1800,0,0,0,0,0
280824,1,1973,1,1,202003,24,1016150,0,31,100,0,201604,4200,0,0,0,0,0
280824,1,1973,1,1,201807,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
280824,1,1973,1,1,201901,24,7819121,0,31,100,0,201604,5400,0,0,0,0,0
1524873,1,1970,2,1,201904,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,202006,24,7384137,0,31,100,0,201706,3600,1,1,202106,24000,0
1524873,1,1970,2,1,201812,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201901,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,202005,24,7384137,0,31,100,0,201706,3600,1,1,202106,24000,0
1524873,1,1970,2,1,202002,24,7384137,0,31,100,0,201706,3600,1,1,202106,24000,0
1524873,1,1970,2,1,201902,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201807,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201811,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201910,24,7384137,0,31,100,0,201706,3600,1,1,202106,24000,0
1524873,1,1970,2,1,202003,24,7384137,0,31,100,0,201706,3600,1,1,202106,24000,0
1524873,1,1970,2,1,201903,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201905,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201911,24,7384137,0,31,100,0,201706,3600,1,1,202106,24000,0
1524873,1,1970,2,1,201806,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201907,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201906,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201810,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201809,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,202001,24,7384137,0,31,100,0,201706,3600,1,1,202106,24000,0
1524873,1,1970,2,1,201908,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
1524873,1,1970,2,1,201912,24,7384137,0,31,100,0,201706,3600,1,1,202106,24000,0
1524873,1,1970,2,1,201909,24,7384137,0,31,100,0,201706,3600,1,1,202106,24000,0
1524873,1,1970,2,1,202004,24,7384137,0,31,100,0,201706,3600,1,1,202106,24000,0
1524873,1,1970,2,1,201808,24,7384137,0,31,100,0,201706,3600,0,0,0,0,0
686407,1,1980,1,1,202003,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201903,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201912,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201806,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,202001,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201810,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201901,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201910,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201812,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201904,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201807,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,202002,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,202004,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201908,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201902,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201809,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201911,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201811,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,202005,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201905,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201808,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201909,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201906,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
686407,1,1980,1,1,201907,24,7605722,0,31,100,0,201311,6600,0,0,0,0,0
1384750,1,1993,2,1,201902,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
1384750,1,1993,2,1,202001,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201810,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
1384750,1,1993,2,1,201912,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201812,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
1384750,1,1993,2,1,202005,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201811,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
1384750,1,1993,2,1,201907,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201807,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
1384750,1,1993,2,1,201903,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
1384750,1,1993,2,1,201808,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
1384750,1,1993,2,1,202003,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,202006,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201908,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201901,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
1384750,1,1993,2,1,201904,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
1384750,1,1993,2,1,201905,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201910,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201911,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,202002,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201909,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,202004,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201806,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
1384750,1,1993,2,1,201906,24,2106296,0,31,100,0,201510,3600,1,1,202010,30000,0
1384750,1,1993,2,1,201809,24,2106296,0,31,100,0,201510,3600,0,0,0,0,0
379568,1,1956,1,1,202002,24,109669,0,31,100,0,201810,3500,0,0,0,0,0
379568,1,1956,1,1,201906,24,109669,0,31,100,0,201810,5200,0,0,0,0,0
379568,1,1956,1,1,202005,24,109669,0,31,100,0,201810,3500,0,0,0,0,0
379568,1,1956,1,1,202001,24,109669,0,31,100,0,201810,3500,0,0,0,0,0
379568,1,1956,1,1,201912,24,109669,0,31,100,0,201810,3500,0,0,0,0,0
379568,1,1956,1,1,201907,24,109669,0,31,100,0,201810,5200,0,0,0,0,0
379568,1,1956,1,1,202004,24,109669,0,31,100,0,201810,3500,0,0,0,0,0
379568,1,1956,1,1,201909,24,109669,0,31,100,0,201810,5200,0,0,0,0,0
379568,1,1956,1,1,201910,24,109669,0,31,100,0,201810,5200,0,0,0,0,0
379568,1,1956,1,1,201908,24,109669,0,31,100,0,201810,5200,0,0,0,0,0
379568,1,1956,1,1,202003,24,109669,0,31,100,0,201810,3500,0,0,0,0,0
379568,1,1956,1,1,202006,24,109669,0,31,100,0,201810,3500,0,0,0,0,0
379568,1,1956,1,1,201911,24,109669,0,31,100,0,201810,5200,0,0,0,0,0
1944543,1,1975,2,1,202006,24,4472270,0,31,100,0,201904,2600,0,0,0,0,0
1137569,1,1976,1,1,201905,24,7212253,0,31,100,0,201711,3500,1,4,202004,28000,0
1137569,1,1976,1,1,201806,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
1137569,1,1976,1,1,201903,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
1137569,1,1976,1,1,201904,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
1137569,1,1976,1,1,201902,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
1137569,1,1976,1,1,201809,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
1137569,1,1976,1,1,201901,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
1137569,1,1976,1,1,201811,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
1137569,1,1976,1,1,201808,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
1137569,1,1976,1,1,201807,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
1137569,1,1976,1,1,201812,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
1137569,1,1976,1,1,201810,24,7212253,0,31,100,0,201711,3500,0,0,0,0,0
207492,1,1996,2,1,202004,24,434422,0,31,100,0,202004,11000,1,4,202204,24000,0
207492,1,1996,2,1,202005,24,434422,0,31,100,0,202004,11000,1,4,202204,24000,0
207492,1,1996,2,1,202006,24,434422,0,31,100,0,202004,10000,1,4,202204,24000,0
1581724,1,1976,2,1,201908,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,202004,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,202006,24,862208,0,31,100,0,202003,2900,1,1,202503,24000,0
1581724,1,1976,2,1,201912,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201812,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,202004,24,862208,0,31,100,0,202003,2900,1,1,202503,24000,0
1581724,1,1976,2,1,202005,24,862208,0,31,100,0,202003,2900,1,1,202503,24000,0
1581724,1,1976,2,1,201806,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201901,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201808,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,202003,24,862208,0,31,100,0,202003,2900,1,1,202503,24000,0
1581724,1,1976,2,1,202005,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,202003,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201903,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201904,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,202002,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201902,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201807,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201910,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201906,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,202001,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,202006,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201905,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201810,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201811,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201809,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201911,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201909,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
1581724,1,1976,2,1,201907,24,3302257,0,31,100,0,201305,5700,0,0,0,0,0
848677,1,1966,2,1,201808,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,202002,24,2065979,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201912,24,2065979,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201902,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201812,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,202001,24,2065979,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201810,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201908,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201911,24,2065979,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201811,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201806,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,202005,24,2065979,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201901,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201904,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,202004,24,2065979,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201807,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,202003,24,2065979,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201905,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201907,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201906,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201903,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,202006,24,2065979,0,31,590,0,201604,2700,0,0,0,0,0
848677,1,1966,2,1,201809,24,9856690,0,31,590,0,201604,2700,0,0,0,0,0
761053,1,1997,1,1,201808,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
761053,1,1997,1,1,201905,24,8352905,0,31,100,0,201708,6500,1,1,202208,28000,0
761053,1,1997,1,1,201902,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
761053,1,1997,1,1,201912,24,8352905,0,31,100,0,201708,6500,1,1,202208,28000,0
761053,1,1997,1,1,202004,24,8352905,0,31,100,0,201708,6400,1,1,202208,28000,0
761053,1,1997,1,1,201806,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
761053,1,1997,1,1,202005,24,8352905,0,31,100,0,201708,6400,1,1,202208,28000,0
761053,1,1997,1,1,201811,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
761053,1,1997,1,1,202006,24,8352905,0,31,100,0,201708,6400,1,1,202208,28000,0
761053,1,1997,1,1,201908,24,8352905,0,31,100,0,201708,6500,1,1,202208,28000,0
761053,1,1997,1,1,201910,24,8352905,0,31,100,0,201708,6500,1,1,202208,28000,0
761053,1,1997,1,1,201909,24,8352905,0,31,100,0,201708,6500,1,1,202208,28000,0
761053,1,1997,1,1,202002,24,8352905,0,31,100,0,201708,6500,1,1,202208,28000,0
761053,1,1997,1,1,201906,24,8352905,0,31,100,0,201708,6500,1,1,202208,28000,0
761053,1,1997,1,1,201904,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
761053,1,1997,1,1,201809,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
761053,1,1997,1,1,201903,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
761053,1,1997,1,1,201901,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
761053,1,1997,1,1,201907,24,8352905,0,31,100,0,201708,6500,1,1,202208,28000,0
761053,1,1997,1,1,202001,24,8352905,0,31,100,0,201708,6500,1,1,202208,28000,0
761053,1,1997,1,1,202003,24,8352905,0,31,100,0,201708,6400,1,1,202208,28000,0
761053,1,1997,1,1,201812,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
761053,1,1997,1,1,201810,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
761053,1,1997,1,1,201911,24,8352905,0,31,100,0,201708,6500,1,1,202208,28000,0
761053,1,1997,1,1,201807,24,8352905,0,31,100,0,201708,6600,0,0,0,0,0
1761685,1,1959,2,1,201908,24,9491145,0,31,100,0,201506,2300,1,4,202106,24000,0
1761685,1,1959,2,1,201905,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201807,24,9491145,0,31,100,0,201506,3400,0,0,0,0,0
1761685,1,1959,2,1,202001,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201903,24,9491145,0,31,100,0,201506,2700,1,4,202106,24000,0
1761685,1,1959,2,1,202001,24,9491145,0,31,100,0,201506,1900,1,4,202106,24000,0
1761685,1,1959,2,1,201902,24,9791443,0,31,100,0,201506,3600,0,0,0,0,0
1761685,1,1959,2,1,201808,24,9491145,0,31,100,0,201506,3200,0,0,0,0,0
1761685,1,1959,2,1,201807,24,9791443,0,31,100,0,201506,3600,0,0,0,0,0
1761685,1,1959,2,1,201809,24,9491145,0,31,100,0,201506,3200,0,0,0,0,0
1761685,1,1959,2,1,201912,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201905,24,9491145,0,31,100,0,201506,2600,1,4,202106,24000,0
1761685,1,1959,2,1,201806,24,9791443,0,31,100,0,201506,3600,0,0,0,0,0
1761685,1,1959,2,1,201910,24,9491145,0,31,100,0,201506,2100,1,4,202106,24000,0
1761685,1,1959,2,1,201907,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201907,24,9491145,0,31,100,0,201506,2400,1,4,202106,24000,0
1761685,1,1959,2,1,201903,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201806,24,9491145,0,31,100,0,201506,3400,0,0,0,0,0
1761685,1,1959,2,1,201812,24,9491145,0,31,100,0,201506,3000,0,0,0,0,0
1761685,1,1959,2,1,201901,24,9491145,0,31,100,0,201506,3000,0,0,0,0,0
1761685,1,1959,2,1,201812,24,9791443,0,31,100,0,201506,3600,0,0,0,0,0
1761685,1,1959,2,1,201906,24,9491145,0,31,100,0,201506,2600,1,4,202106,24000,0
1761685,1,1959,2,1,201911,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201902,24,9491145,0,31,100,0,201506,2800,0,0,0,0,0
1761685,1,1959,2,1,202006,24,9491145,0,31,100,0,201506,1300,1,4,202106,24000,0
1761685,1,1959,2,1,201910,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201901,24,9791443,0,31,100,0,201506,3600,0,0,0,0,0
1761685,1,1959,2,1,201904,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,202004,24,9491145,0,31,100,0,201506,1600,1,4,202106,24000,0
1761685,1,1959,2,1,202002,24,9491145,0,31,100,0,201506,1800,1,4,202106,24000,0
1761685,1,1959,2,1,201904,24,9491145,0,31,100,0,201506,2700,1,4,202106,24000,0
1761685,1,1959,2,1,201810,24,9791443,0,31,100,0,201506,3600,0,0,0,0,0
1761685,1,1959,2,1,201909,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201811,24,9791443,0,31,100,0,201506,3600,0,0,0,0,0
1761685,1,1959,2,1,202003,24,9491145,0,31,100,0,201506,1600,1,4,202106,24000,0
1761685,1,1959,2,1,201911,24,9491145,0,31,100,0,201506,2000,1,4,202106,24000,0
1761685,1,1959,2,1,202002,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201808,24,9791443,0,31,100,0,201506,3600,0,0,0,0,0
1761685,1,1959,2,1,201810,24,9491145,0,31,100,0,201506,3100,0,0,0,0,0
1761685,1,1959,2,1,201811,24,9491145,0,31,100,0,201506,3000,0,0,0,0,0
1761685,1,1959,2,1,201809,24,9791443,0,31,100,0,201506,3600,0,0,0,0,0
1761685,1,1959,2,1,202005,24,9491145,0,31,100,0,201506,1500,1,4,202106,24000,0
1761685,1,1959,2,1,201908,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201906,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201909,24,9491145,0,31,100,0,201506,2300,1,4,202106,24000,0
1761685,1,1959,2,1,202003,24,9791443,0,31,100,0,201506,3600,1,1,202006,30000,0
1761685,1,1959,2,1,201912,24,9491145,0,31,100,0,201506,2000,1,4,202106,24000,0
1787172,1,1994,1,1,202006,24,9852765,0,31,100,0,202006,4400,1,4,202106,24000,0
396184,1,1992,1,1,201908,24,6832621,0,31,100,0,201708,450,1,1,202112,28000,0
396184,1,1992,1,1,201912,24,7924814,0,31,100,0,201709,12000,0,0,0,0,0
396184,1,1992,1,1,202005,24,7924814,0,31,100,0,201709,11000,0,0,0,0,0
396184,1,1992,1,1,201910,24,7924814,0,31,100,0,201709,12000,0,0,0,0,0
396184,1,1992,1,1,201904,24,7924814,0,31,100,0,201709,14000,0,0,0,0,0
